# comment: .
# curie_map:
#   ECOCORE: http://purl.obolibrary.org/obo/ECOCORE_
#   MICRO: http://purl.obolibrary.org/obo/MICRO_
#   OBA: http://purl.obolibrary.org/obo/OBA_
#   OMP: http://purl.obolibrary.org/obo/OMP_
#   PATO: http://purl.obolibrary.org/obo/PATO_
#   dc: http://purl.org/dc/elements/1.1/
#   dcterms: http://purl.org/dc/terms/
#   foaf: http://xmlns.com/foaf/0.1/
#   oio: http://www.geneontology.org/formats/oboInOwl#
#   owl: http://www.w3.org/2002/07/owl#
#   rdf: http://www.w3.org/1999/02/22-rdf-syntax-ns#
#   skos: http://www.w3.org/2004/02/skos/core#
#   xsd: http://www.w3.org/2001/XMLSchema#
# license: https://creativecommons.org/publicdomain/zero/1.0/
# mapping_date: '2021-07-08'
# mapping_tool: https://github.com/cmungall/rdf_matcher
# object_match_field: rdfs:label
# object_source: MICRO
# subject_match_field: rdfs:label
# subject_source: PATO
subject_id	subject_label	subject_category	predicate_id	object_id	object_label	object_category	match_type	subject_source	object_source	mapping_tool	confidence	subject_match_field	object_match_field	match_string	comment
OMP:0000116	pigmented colony	microbial_phenotype	owl:equivalentClass	MICRO:0000305	pigmented colony	morphologically distinct colony	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	pigmented colony	.
MICRO:0000305	pigmented colony	morphologically distinct colony	owl:equivalentClass	OMP:0000116	pigmented colony	microbial_phenotype	Lexical	MICRO	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	pigmented colony	.
ECOCORE:00000017	phototrophy	entity	owl:equivalentClass	MICRO:0000498	phototrophy	thing	Lexical	ECOCORE	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	phototrophy	.
MICRO:0000498	phototrophy	thing	owl:equivalentClass	ECOCORE:00000017	phototrophy	entity	Lexical	MICRO	ECOCORE	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	phototrophy	.
MICRO:0000306	opaque colony	colony having distinct optical quality	owl:equivalentClass	OMP:0000110	opaque colony	microbial_phenotype	Lexical	MICRO	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	opaque colony	.
OMP:0000110	opaque colony	microbial_phenotype	owl:equivalentClass	MICRO:0000306	opaque colony	colony having distinct optical quality	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	opaque colony	.
OMP:0000184	obligate anaerobe	microbial_phenotype	owl:equivalentClass	MICRO:0001519	obligate anaerobe	thing	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	obligate anaerobe	.
ECOCORE:00000178	obligate anaerobe	entity	owl:equivalentClass	MICRO:0001519	obligate anaerobe	thing	Lexical	ECOCORE	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	obligate anaerobe	.
MICRO:0001519	obligate anaerobe	thing	owl:equivalentClass	OMP:0000184	obligate anaerobe	microbial_phenotype	Lexical	MICRO	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	obligate anaerobe	.
ECOCORE:00000178	obligate anaerobe	entity	owl:equivalentClass	OMP:0000184	obligate anaerobe	microbial_phenotype	Lexical	ECOCORE	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	obligate anaerobe	.
MICRO:0001519	obligate anaerobe	thing	owl:equivalentClass	ECOCORE:00000178	obligate anaerobe	entity	Lexical	MICRO	ECOCORE	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	obligate anaerobe	.
OMP:0000184	obligate anaerobe	microbial_phenotype	owl:equivalentClass	ECOCORE:00000178	obligate anaerobe	entity	Lexical	OMP	ECOCORE	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	obligate anaerobe	.
OMP:0000185	obligate aerobe	microbial_phenotype	owl:equivalentClass	MICRO:0001516	obligate aerobe	prokaryotic metabolically differentiated cell	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	obligate aerobe	.
ECOCORE:00000179	obligate aerobe	entity	owl:equivalentClass	MICRO:0001516	obligate aerobe	prokaryotic metabolically differentiated cell	Lexical	ECOCORE	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	obligate aerobe	.
MICRO:0001516	obligate aerobe	prokaryotic metabolically differentiated cell	owl:equivalentClass	OMP:0000185	obligate aerobe	microbial_phenotype	Lexical	MICRO	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	obligate aerobe	.
ECOCORE:00000179	obligate aerobe	entity	owl:equivalentClass	OMP:0000185	obligate aerobe	microbial_phenotype	Lexical	ECOCORE	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	obligate aerobe	.
MICRO:0001516	obligate aerobe	prokaryotic metabolically differentiated cell	owl:equivalentClass	ECOCORE:00000179	obligate aerobe	entity	Lexical	MICRO	ECOCORE	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	obligate aerobe	.
OMP:0000185	obligate aerobe	microbial_phenotype	owl:equivalentClass	ECOCORE:00000179	obligate aerobe	entity	Lexical	OMP	ECOCORE	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	obligate aerobe	.
ECOCORE:00000180	microaerophile	entity	owl:equivalentClass	OMP:0000171	microaerophile	microbial_phenotype	Lexical	ECOCORE	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	microaerophile	.
OMP:0000171	microaerophile	microbial_phenotype	owl:equivalentClass	ECOCORE:00000180	microaerophile	entity	Lexical	OMP	ECOCORE	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	microaerophile	.
OBA:0000099	membrane potential	oba	owl:equivalentClass	PATO:0001462	membrane potential	quality	Lexical	OBA	PATO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	membrane potential	.
PATO:0001462	membrane potential	quality	owl:equivalentClass	OBA:0000099	membrane potential	oba	Lexical	PATO	OBA	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	membrane potential	.
ECOCORE:00000014	lithotrophy	entity	owl:equivalentClass	MICRO:0001453	lithotrophy	thing	Lexical	ECOCORE	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	lithotrophy	.
MICRO:0001453	lithotrophy	thing	owl:equivalentClass	ECOCORE:00000014	lithotrophy	entity	Lexical	MICRO	ECOCORE	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	lithotrophy	.
MICRO:0000304	iridescent colony	colony having distinct process quality	owl:equivalentClass	OMP:0000232	iridescent colony	microbial_phenotype	Lexical	MICRO	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	iridescent colony	.
OMP:0000232	iridescent colony	microbial_phenotype	owl:equivalentClass	MICRO:0000304	iridescent colony	colony having distinct process quality	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	iridescent colony	.
PATO:0002148	increased virulence	quality	owl:equivalentClass	OMP:0000062	increased virulence	microbial_phenotype	Lexical	PATO	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	increased virulence	.
ECOCORE:00000011	heterotrophy	entity	owl:equivalentClass	MICRO:0001442	heterotrophy	thing	Lexical	ECOCORE	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	heterotrophy	.
MICRO:0001442	heterotrophy	thing	owl:equivalentClass	ECOCORE:00000011	heterotrophy	entity	Lexical	MICRO	ECOCORE	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	heterotrophy	.
OBA:0002215	growth rate	entity	owl:equivalentClass	PATO:0001492	growth rate	quality	Lexical	OBA	PATO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	growth rate	.
PATO:0001492	growth rate	quality	owl:equivalentClass	OBA:0002215	growth rate	entity	Lexical	PATO	OBA	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	growth rate	.
MICRO:0000348	filamentous colony	distinctly shaped colony	owl:equivalentClass	OMP:0000088	filamentous colony	microbial_phenotype	Lexical	MICRO	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	filamentous colony	.
OMP:0000088	filamentous colony	microbial_phenotype	owl:equivalentClass	MICRO:0000348	filamentous colony	distinctly shaped colony	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	filamentous colony	.
OMP:0000072	filamentous	microbial_phenotype	owl:equivalentClass	PATO:0001360	filamentous	quality	Lexical	OMP	PATO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	filamentous	.
PATO:0001360	filamentous	quality	owl:equivalentClass	OMP:0000072	filamentous	microbial_phenotype	Lexical	PATO	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	filamentous	.
ECOCORE:00000177	facultative anaerobe	entity	owl:equivalentClass	OMP:0000087	facultative anaerobe	microbial_phenotype	Lexical	ECOCORE	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	facultative anaerobe	.
OMP:0000087	facultative anaerobe	microbial_phenotype	owl:equivalentClass	ECOCORE:00000177	facultative anaerobe	entity	Lexical	OMP	ECOCORE	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	facultative anaerobe	.
MICRO:0000187	disproportionation of thiosulfate	entity	owl:equivalentClass	OMP:0007278	disproportionation of thiosulfate	microbial_phenotype	Lexical	MICRO	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	disproportionation of thiosulfate	.
OMP:0007278	disproportionation of thiosulfate	microbial_phenotype	owl:equivalentClass	MICRO:0000187	disproportionation of thiosulfate	entity	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	disproportionation of thiosulfate	.
MICRO:0000404	discoid	distinctively shaped prokaryotic cell	owl:equivalentClass	PATO:0001874	discoid	quality	Lexical	MICRO	PATO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	discoid	.
PATO:0001874	discoid	quality	owl:equivalentClass	MICRO:0000404	discoid	distinctively shaped prokaryotic cell	Lexical	PATO	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	discoid	.
MICRO:0000383	diplococcus	diplococcus	owl:equivalentClass	OMP:0000117	diplococcus	microbial_phenotype	Lexical	MICRO	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	diplococcus	.
OMP:0000117	diplococcus	microbial_phenotype	owl:equivalentClass	MICRO:0000383	diplococcus	diplococcus	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	diplococcus	.
MICRO:0000402	coccus	distinctively shaped prokaryotic cell	owl:equivalentClass	OMP:0000075	coccus	microbial_phenotype	Lexical	MICRO	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	coccus	.
OMP:0000075	coccus	microbial_phenotype	owl:equivalentClass	MICRO:0000402	coccus	distinctively shaped prokaryotic cell	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	coccus	.
OMP:0000166	circular colony	microbial_phenotype	owl:equivalentClass	MICRO:0000346	circular colony	thing	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	circular colony	.
MICRO:0000346	circular colony	thing	owl:equivalentClass	OMP:0000166	circular colony	microbial_phenotype	Lexical	MICRO	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	circular colony	.
ECOCORE:00000163	chemotrophy	entity	owl:equivalentClass	MICRO:0000496	chemotrophy	thing	Lexical	ECOCORE	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	chemotrophy	.
MICRO:0000496	chemotrophy	thing	owl:equivalentClass	ECOCORE:00000163	chemotrophy	entity	Lexical	MICRO	ECOCORE	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	chemotrophy	.
OBA:1001065	cell morphology	entity	owl:equivalentClass	PATO:0010006	cell morphology	quality	Lexical	OBA	PATO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	cell morphology	.
PATO:0010006	cell morphology	quality	owl:equivalentClass	OBA:1001065	cell morphology	entity	Lexical	PATO	OBA	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	cell morphology	.
OBA:0000039	buoyancy	oba	owl:equivalentClass	PATO:0001420	buoyancy	quality	Lexical	OBA	PATO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	buoyancy	.
PATO:0001420	buoyancy	quality	owl:equivalentClass	OBA:0000039	buoyancy	oba	Lexical	PATO	OBA	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	buoyancy	.
OBA:0000037	brood size	oba	owl:equivalentClass	PATO:0000276	brood size	quality	Lexical	OBA	PATO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	brood size	.
PATO:0000276	brood size	quality	owl:equivalentClass	OBA:0000037	brood size	oba	Lexical	PATO	OBA	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	brood size	.
ECOCORE:00000009	autotrophy	entity	owl:equivalentClass	MICRO:0001443	autotrophy	thing	Lexical	ECOCORE	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	autotrophy	.
MICRO:0001443	autotrophy	thing	owl:equivalentClass	ECOCORE:00000009	autotrophy	entity	Lexical	MICRO	ECOCORE	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	autotrophy	.
ECOCORE:00000181	aerotolerant anaerobe	entity	owl:equivalentClass	OMP:0000105	aerotolerant anaerobe	microbial_phenotype	Lexical	ECOCORE	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	aerotolerant anaerobe	.
OMP:0000105	aerotolerant anaerobe	microbial_phenotype	owl:equivalentClass	ECOCORE:00000181	aerotolerant anaerobe	entity	Lexical	OMP	ECOCORE	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	aerotolerant anaerobe	.
MICRO:0001390	acidophile	http://purl.obolibrary.org/obo/CL_0000520	owl:equivalentClass	OMP:0005009	acidophile	microbial_phenotype	Lexical	MICRO	OMP	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	acidophile	.
OMP:0005009	acidophile	microbial_phenotype	owl:equivalentClass	MICRO:0001390	acidophile	http://purl.obolibrary.org/obo/CL_0000520	Lexical	OMP	MICRO	rdf_matcher	0.6510896797541332	rdfs:label	rdfs:label	acidophile	.
OMP:0007018	does not require growth factor(s)	microbial_phenotype	owl:equivalentClass	PATO:0000423	prototrophic	microbial_phenotype	Lexical	OMP	PATO	rdf_matcher	0.6189757386701197	oio:hasExactSynonym	rdfs:label	prototrophic	.
PATO:0000423	prototrophic	microbial_phenotype	owl:equivalentClass	OMP:0007018	does not require growth factor(s)	microbial_phenotype	Lexical	PATO	OMP	rdf_matcher	0.6189757386701197	rdfs:label	oio:hasExactSynonym	prototrophic	.
ECOCORE:00000174	prototroph	entity	owl:equivalentClass	OMP:0007018	does not require growth factor(s)	microbial_phenotype	Lexical	ECOCORE	OMP	rdf_matcher	0.6189757386701197	rdfs:label	oio:hasExactSynonym	prototroph	.
OMP:0007018	does not require growth factor(s)	microbial_phenotype	owl:equivalentClass	ECOCORE:00000174	prototroph	entity	Lexical	OMP	ECOCORE	rdf_matcher	0.6189757386701197	oio:hasExactSynonym	rdfs:label	prototroph	.
OMP:0006024	presence of organic carbon source utilization	microbial_phenotype	owl:equivalentClass	MICRO:0001442	heterotrophy	thing	Lexical	OMP	MICRO	rdf_matcher	0.6189757386701197	oio:hasExactSynonym	rdfs:label	heterotrophy	.
MICRO:0001442	heterotrophy	thing	owl:equivalentClass	OMP:0006024	presence of organic carbon source utilization	microbial_phenotype	Lexical	MICRO	OMP	rdf_matcher	0.6189757386701197	rdfs:label	oio:hasExactSynonym	heterotrophy	.
ECOCORE:00000011	heterotrophy	entity	owl:equivalentClass	OMP:0006024	presence of organic carbon source utilization	microbial_phenotype	Lexical	ECOCORE	OMP	rdf_matcher	0.6189757386701197	rdfs:label	oio:hasExactSynonym	heterotrophy	.
OMP:0006024	presence of organic carbon source utilization	microbial_phenotype	owl:equivalentClass	ECOCORE:00000011	heterotrophy	entity	Lexical	OMP	ECOCORE	rdf_matcher	0.6189757386701197	oio:hasExactSynonym	rdfs:label	heterotrophy	.
MICRO:0000401	bacillus	distinctively shaped prokaryotic cell	owl:equivalentClass	OMP:0000076	rod-shaped cells	microbial_phenotype	Lexical	MICRO	OMP	rdf_matcher	0.6189757386701197	rdfs:label	oio:hasExactSynonym	bacillus	.
OMP:0000076	rod-shaped cells	microbial_phenotype	owl:equivalentClass	MICRO:0000401	bacillus	distinctively shaped prokaryotic cell	Lexical	OMP	MICRO	rdf_matcher	0.6189757386701197	oio:hasExactSynonym	rdfs:label	bacillus	.
OMP:0007069	requires growth factor(s)	microbial_phenotype	owl:equivalentClass	PATO:0000422	auxotrophic	quality	Lexical	OMP	PATO	rdf_matcher	0.6189757386701197	oio:hasExactSynonym	rdfs:label	auxotrophic	.
PATO:0000422	auxotrophic	quality	owl:equivalentClass	OMP:0007069	requires growth factor(s)	microbial_phenotype	Lexical	PATO	OMP	rdf_matcher	0.6189757386701197	rdfs:label	oio:hasExactSynonym	auxotrophic	.
ECOCORE:00000175	auxotroph	entity	owl:equivalentClass	OMP:0007069	requires growth factor(s)	microbial_phenotype	Lexical	ECOCORE	OMP	rdf_matcher	0.6189757386701197	rdfs:label	oio:hasExactSynonym	auxotroph	.
OMP:0007069	requires growth factor(s)	microbial_phenotype	owl:equivalentClass	ECOCORE:00000175	auxotroph	entity	Lexical	OMP	ECOCORE	rdf_matcher	0.6189757386701197	oio:hasExactSynonym	rdfs:label	auxotroph	.
OMP:0007012	presence of inorganic carbon source utilization	microbial_phenotype	owl:equivalentClass	MICRO:0001443	autotrophy	thing	Lexical	OMP	MICRO	rdf_matcher	0.6189757386701197	oio:hasExactSynonym	rdfs:label	autotrophy	.
MICRO:0001443	autotrophy	thing	owl:equivalentClass	OMP:0007012	presence of inorganic carbon source utilization	microbial_phenotype	Lexical	MICRO	OMP	rdf_matcher	0.6189757386701197	rdfs:label	oio:hasExactSynonym	autotrophy	.
ECOCORE:00000009	autotrophy	entity	owl:equivalentClass	OMP:0007012	presence of inorganic carbon source utilization	microbial_phenotype	Lexical	ECOCORE	OMP	rdf_matcher	0.6189757386701197	rdfs:label	oio:hasExactSynonym	autotrophy	.
OMP:0007012	presence of inorganic carbon source utilization	microbial_phenotype	owl:equivalentClass	ECOCORE:00000009	autotrophy	entity	Lexical	OMP	ECOCORE	rdf_matcher	0.6189757386701197	oio:hasExactSynonym	rdfs:label	autotrophy	.
PATO:0002298	increased cellular motility	quality	owl:equivalentClass	OMP:0000045	increased motility	microbial_phenotype	Lexical	PATO	OMP	rdf_matcher	0.585786437626905	dc:identifier	oio:hasDbXref	PATO:0002298	.
PATO:0002297	decreased cellular motility	quality	owl:equivalentClass	OMP:0000002	decreased motility	microbial_phenotype	Lexical	PATO	OMP	rdf_matcher	0.585786437626905	dc:identifier	oio:hasDbXref	PATO:0002297	.
PATO:0002147	reduced virulence	quality	owl:equivalentClass	OMP:0000061	decreased virulence	microbial_phenotype	Lexical	PATO	OMP	rdf_matcher	0.585786437626905	dc:identifier	oio:hasDbXref	PATO:0002147	.
PATO:0001979	lobed	quality	owl:equivalentClass	OMP:0000131	lobed cell shape	microbial_phenotype	Lexical	PATO	OMP	rdf_matcher	0.585786437626905	dc:identifier	oio:hasDbXref	PATO:0001979	.
PATO:0001873	cylindrical	quality	owl:equivalentClass	OMP:0007099	cylindrical cell shape	microbial_phenotype	Lexical	PATO	OMP	rdf_matcher	0.585786437626905	dc:identifier	oio:hasDbXref	PATO:0001873	.
PATO:0001865	spheroid	quality	owl:equivalentClass	OMP:0007100	spheroid cell shape	microbial_phenotype	Lexical	PATO	OMP	rdf_matcher	0.585786437626905	dc:identifier	oio:hasDbXref	PATO:0001865	.
PATO:0001356	pleomorphic	quality	owl:equivalentClass	OMP:0000132	pleomorphic cell shape	microbial_phenotype	Lexical	PATO	OMP	rdf_matcher	0.585786437626905	dc:identifier	oio:hasDbXref	PATO:0001356	.
OMP:0007682	terminal phenotype	microbial_phenotype	owl:equivalentClass	PATO:0002476	terminal	quality	Lexical|Stemming	OMP	PATO	rdf_matcher	0.568874072230784	rdfs:label	rdfs:label	termin	.
PATO:0002476	terminal	quality	owl:equivalentClass	OMP:0007682	terminal phenotype	microbial_phenotype	Lexical|Stemming	PATO	OMP	rdf_matcher	0.568874072230784	rdfs:label	rdfs:label	termin	.
OBA:VT0002111	tail morphology trait	entity	owl:equivalentClass	OMP:0005382	tail morphology phenotype	microbial_phenotype	Lexical|Stemming	OBA	OMP	rdf_matcher	0.568874072230784	rdfs:label	rdfs:label	tail morpholog	.
OMP:0005382	tail morphology phenotype	microbial_phenotype	owl:equivalentClass	OBA:VT0002111	tail morphology trait	entity	Lexical|Stemming	OMP	OBA	rdf_matcher	0.568874072230784	rdfs:label	rdfs:label	tail morpholog	.
OMP:0007112	respiration phenotype	microbial_phenotype	owl:equivalentClass	MICRO:0001455	respirer	prokaryotic metabolically differentiated cell	Lexical|Stemming	OMP	MICRO	rdf_matcher	0.568874072230784	rdfs:label	rdfs:label	respir	.
